1
50 1275
1 1 -199872
1 2 648
1 3 6840
1 4 3420
1 5 4788
1 6 684
1 7 3744
1 8 6048
1 9 2196
1 10 4104
1 11 6876
1 12 1116
1 13 5220
1 14 1980
1 15 1080
1 16 1368
1 17 3240
1 18 5364
1 19 1728
1 20 504
1 21 3420
1 22 5400
1 23 4212
1 24 8424
1 25 540
1 26 2088
1 27 3996
1 28 1080
1 29 5652
1 30 1260
1 31 9108
1 32 7560
1 33 6192
1 34 1260
1 35 8964
1 36 2016
1 37 1368
1 38 4176
1 39 8496
1 40 8712
1 41 8568
1 42 6696
1 43 8640
1 44 1296
1 45 2340
1 46 3240
1 47 7848
1 48 1332
1 49 2484
1 50 2556
2 2 -100260
2 3 3420
2 4 1710
2 5 2394
2 6 342
2 7 1872
2 8 3024
2 9 1098
2 10 2052
2 11 3438
2 12 558
2 13 2610
2 14 990
2 15 540
2 16 684
2 17 1620
2 18 2682
2 19 864
2 20 252
2 21 1710
2 22 2700
2 23 2106
2 24 4212
2 25 270
2 26 1044
2 27 1998
2 28 540
2 29 2826
2 30 630
2 31 4554
2 32 3780
2 33 3096
2 34 630
2 35 4482
2 36 1008
2 37 684
2 38 2088
2 39 4248
2 40 4356
2 41 4284
2 42 3348
2 43 4320
2 44 648
2 45 1170
2 46 1620
2 47 3924
2 48 666
2 49 1242
2 50 1278
3 3 -1025620
3 4 18050
3 5 25270
3 6 3610
3 7 19760
3 8 31920
3 9 11590
3 10 21660
3 11 36290
3 12 5890
3 13 27550
3 14 10450
3 15 5700
3 16 7220
3 17 17100
3 18 28310
3 19 9120
3 20 2660
3 21 18050
3 22 28500
3 23 22230
3 24 44460
3 25 2850
3 26 11020
3 27 21090
3 28 5700
3 29 29830
3 30 6650
3 31 48070
3 32 39900
3 33 32680
3 34 6650
3 35 47310
3 36 10640
3 37 7220
3 38 22040
3 39 44840
3 40 45980
3 41 45220
3 42 35340
3 43 45600
3 44 6840
3 45 12350
3 46 17100
3 47 41420
3 48 7030
3 49 13110
3 50 13490
4 4 -521835
4 5 12635
4 6 1805
4 7 9880
4 8 15960
4 9 5795
4 10 10830
4 11 18145
4 12 2945
4 13 13775
4 14 5225
4 15 2850
4 16 3610
4 17 8550
4 18 14155
4 19 4560
4 20 1330
4 21 9025
4 22 14250
4 23 11115
4 24 22230
4 25 1425
4 26 5510
4 27 10545
4 28 2850
4 29 14915
4 30 3325
4 31 24035
4 32 19950
4 33 16340
4 34 3325
4 35 23655
4 36 5320
4 37 3610
4 38 11020
4 39 22420
4 40 22990
4 41 22610
4 42 17670
4 43 22800
4 44 3420
4 45 6175
4 46 8550
4 47 20710
4 48 3515
4 49 6555
4 50 6745
5 5 -725515
5 6 2527
5 7 13832
5 8 22344
5 9 8113
5 10 15162
5 11 25403
5 12 4123
5 13 19285
5 14 7315
5 15 3990
5 16 5054
5 17 11970
5 18 19817
5 19 6384
5 20 1862
5 21 12635
5 22 19950
5 23 15561
5 24 31122
5 25 1995
5 26 7714
5 27 14763
5 28 3990
5 29 20881
5 30 4655
5 31 33649
5 32 27930
5 33 22876
5 34 4655
5 35 33117
5 36 7448
5 37 5054
5 38 15428
5 39 31388
5 40 32186
5 41 31654
5 42 24738
5 43 31920
5 44 4788
5 45 8645
5 46 11970
5 47 28994
5 48 4921
5 49 9177
5 50 9443
6 6 -105811
6 7 1976
6 8 3192
6 9 1159
6 10 2166
6 11 3629
6 12 589
6 13 2755
6 14 1045
6 15 570
6 16 722
6 17 1710
6 18 2831
6 19 912
6 20 266
6 21 1805
6 22 2850
6 23 2223
6 24 4446
6 25 285
6 26 1102
6 27 2109
6 28 570
6 29 2983
6 30 665
6 31 4807
6 32 3990
6 33 3268
6 34 665
6 35 4731
6 36 1064
6 37 722
6 38 2204
6 39 4484
6 40 4598
6 41 4522
6 42 3534
6 43 4560
6 44 684
6 45 1235
6 46 1710
6 47 4142
6 48 703
6 49 1311
6 50 1349
7 7 -570336
7 8 17472
7 9 6344
7 10 11856
7 11 19864
7 12 3224
7 13 15080
7 14 5720
7 15 3120
7 16 3952
7 17 9360
7 18 15496
7 19 4992
7 20 1456
7 21 9880
7 22 15600
7 23 12168
7 24 24336
7 25 1560
7 26 6032
7 27 11544
7 28 3120
7 29 16328
7 30 3640
7 31 26312
7 32 21840
7 33 17888
7 34 3640
7 35 25896
7 36 5824
7 37 3952
7 38 12064
7 39 24544
7 40 25168
7 41 24752
7 42 19344
7 43 24960
7 44 3744
7 45 6760
7 46 9360
7 47 22672
7 48 3848
7 49 7176
7 50 7384
8 8 -910560
8 9 10248
8 10 19152
8 11 32088
8 12 5208
8 13 24360
8 14 9240
8 15 5040
8 16 6384
8 17 15120
8 18 25032
8 19 8064
8 20 2352
8 21 15960
8 22 25200
8 23 19656
8 24 39312
8 25 2520
8 26 9744
8 27 18648
8 28 5040
8 29 26376
8 30 5880
8 31 42504
8 32 35280
8 33 28896
8 34 5880
8 35 41832
8 36 9408
8 37 6384
8 38 19488
8 39 39648
8 40 40656
8 41 39984
8 42 31248
8 43 40320
8 44 6048
8 45 10920
8 46 15120
8 47 36624
8 48 6216
8 49 11592
8 50 11928
9 9 -337147
9 10 6954
9 11 11651
9 12 1891
9 13 8845
9 14 3355
9 15 1830
9 16 2318
9 17 5490
9 18 9089
9 19 2928
9 20 854
9 21 5795
9 22 9150
9 23 7137
9 24 14274
9 25 915
9 26 3538
9 27 6771
9 28 1830
9 29 9577
9 30 2135
9 31 15433
9 32 12810
9 33 10492
9 34 2135
9 35 15189
9 36 3416
9 37 2318
9 38 7076
9 39 14396
9 40 14762
9 41 14518
9 42 11346
9 43 14640
9 44 2196
9 45 3965
9 46 5490
9 47 13298
9 48 2257
9 49 4209
9 50 4331
10 10 -624036
10 11 21774
10 12 3534
10 13 16530
10 14 6270
10 15 3420
10 16 4332
10 17 10260
10 18 16986
10 19 5472
10 20 1596
10 21 10830
10 22 17100
10 23 13338
10 24 26676
10 25 1710
10 26 6612
10 27 12654
10 28 3420
10 29 17898
10 30 3990
10 31 28842
10 32 23940
10 33 19608
10 34 3990
10 35 28386
10 36 6384
10 37 4332
10 38 13224
10 39 26904
10 40 27588
10 41 27132
10 42 21204
10 43 27360
10 44 4104
10 45 7410
10 46 10260
10 47 24852
10 48 4218
10 49 7866
10 50 8094
11 11 -1030827
11 12 5921
11 13 27695
11 14 10505
11 15 5730
11 16 7258
11 17 17190
11 18 28459
11 19 9168
11 20 2674
11 21 18145
11 22 28650
11 23 22347
11 24 44694
11 25 2865
11 26 11078
11 27 21201
11 28 5730
11 29 29987
11 30 6685
11 31 48323
11 32 40110
11 33 32852
11 34 6685
11 35 47559
11 36 10696
11 37 7258
11 38 22156
11 39 45076
11 40 46222
11 41 45458
11 42 35526
11 43 45840
11 44 6876
11 45 12415
11 46 17190
11 47 41638
11 48 7067
11 49 13179
11 50 13561
12 12 -172267
12 13 4495
12 14 1705
12 15 930
12 16 1178
12 17 2790
12 18 4619
12 19 1488
12 20 434
12 21 2945
12 22 4650
12 23 3627
12 24 7254
12 25 465
12 26 1798
12 27 3441
12 28 930
12 29 4867
12 30 1085
12 31 7843
12 32 6510
12 33 5332
12 34 1085
12 35 7719
12 36 1736
12 37 1178
12 38 3596
12 39 7316
12 40 7502
12 41 7378
12 42 5766
12 43 7440
12 44 1116
12 45 2015
12 46 2790
12 47 6758
12 48 1147
12 49 2139
12 50 2201
13 13 -789235
13 14 7975
13 15 4350
13 16 5510
13 17 13050
13 18 21605
13 19 6960
13 20 2030
13 21 13775
13 22 21750
13 23 16965
13 24 33930
13 25 2175
13 26 8410
13 27 16095
13 28 4350
13 29 22765
13 30 5075
13 31 36685
13 32 30450
13 33 24940
13 34 5075
13 35 36105
13 36 8120
13 37 5510
13 38 16820
13 39 34220
13 40 35090
13 41 34510
13 42 26970
13 43 34800
13 44 5220
13 45 9425
13 46 13050
13 47 31610
13 48 5365
13 49 10005
13 50 10295
14 14 -304315
14 15 1650
14 16 2090
14 17 4950
14 18 8195
14 19 2640
14 20 770
14 21 5225
14 22 8250
14 23 6435
14 24 12870
14 25 825
14 26 3190
14 27 6105
14 28 1650
14 29 8635
14 30 1925
14 31 13915
14 32 11550
14 33 9460
14 34 1925
14 35 13695
14 36 3080
14 37 2090
14 38 6380
14 39 12980
14 40 13310
14 41 13090
14 42 10230
14 43 13200
14 44 1980
14 45 3575
14 46 4950
14 47 11990
14 48 2035
14 49 3795
14 50 3905
15 15 -166740
15 16 1140
15 17 2700
15 18 4470
15 19 1440
15 20 420
15 21 2850
15 22 4500
15 23 3510
15 24 7020
15 25 450
15 26 1740
15 27 3330
15 28 900
15 29 4710
15 30 1050
15 31 7590
15 32 6300
15 33 5160
15 34 1050
15 35 7470
15 36 1680
15 37 1140
15 38 3480
15 39 7080
15 40 7260
15 41 7140
15 42 5580
15 43 7200
15 44 1080
15 45 1950
15 46 2700
15 47 6540
15 48 1110
15 49 2070
15 50 2130
16 16 -210900
16 17 3420
16 18 5662
16 19 1824
16 20 532
16 21 3610
16 22 5700
16 23 4446
16 24 8892
16 25 570
16 26 2204
16 27 4218
16 28 1140
16 29 5966
16 30 1330
16 31 9614
16 32 7980
16 33 6536
16 34 1330
16 35 9462
16 36 2128
16 37 1444
16 38 4408
16 39 8968
16 40 9196
16 41 9044
16 42 7068
16 43 9120
16 44 1368
16 45 2470
16 46 3420
16 47 8284
16 48 1406
16 49 2622
16 50 2698
17 17 -494820
17 18 13410
17 19 4320
17 20 1260
17 21 8550
17 22 13500
17 23 10530
17 24 21060
17 25 1350
17 26 5220
17 27 9990
17 28 2700
17 29 14130
17 30 3150
17 31 22770
17 32 18900
17 33 15480
17 34 3150
17 35 22410
17 36 5040
17 37 3420
17 38 10440
17 39 21240
17 40 21780
17 41 21420
17 42 16740
17 43 21600
17 44 3240
17 45 5850
17 46 8100
17 47 19620
17 48 3330
17 49 6210
17 50 6390
18 18 -810411
18 19 7152
18 20 2086
18 21 14155
18 22 22350
18 23 17433
18 24 34866
18 25 2235
18 26 8642
18 27 16539
18 28 4470
18 29 23393
18 30 5215
18 31 37697
18 32 31290
18 33 25628
18 34 5215
18 35 37101
18 36 8344
18 37 5662
18 38 17284
18 39 35164
18 40 36058
18 41 35462
18 42 27714
18 43 35760
18 44 5364
18 45 9685
18 46 13410
18 47 32482
18 48 5513
18 49 10281
18 50 10579
19 19 -265920
19 20 672
19 21 4560
19 22 7200
19 23 5616
19 24 11232
19 25 720
19 26 2784
19 27 5328
19 28 1440
19 29 7536
19 30 1680
19 31 12144
19 32 10080
19 33 8256
19 34 1680
19 35 11952
19 36 2688
19 37 1824
19 38 5568
19 39 11328
19 40 11616
19 41 11424
19 42 8928
19 43 11520
19 44 1728
19 45 3120
19 46 4320
19 47 10464
19 48 1776
19 49 3312
19 50 3408
20 20 -78036
20 21 1330
20 22 2100
20 23 1638
20 24 3276
20 25 210
20 26 812
20 27 1554
20 28 420
20 29 2198
20 30 490
20 31 3542
20 32 2940
20 33 2408
20 34 490
20 35 3486
20 36 784
20 37 532
20 38 1624
20 39 3304
20 40 3388
20 41 3332
20 42 2604
20 43 3360
20 44 504
20 45 910
20 46 1260
20 47 3052
20 48 518
20 49 966
20 50 994
21 21 -521835
21 22 14250
21 23 11115
21 24 22230
21 25 1425
21 26 5510
21 27 10545
21 28 2850
21 29 14915
21 30 3325
21 31 24035
21 32 19950
21 33 16340
21 34 3325
21 35 23655
21 36 5320
21 37 3610
21 38 11020
21 39 22420
21 40 22990
21 41 22610
21 42 17670
21 43 22800
21 44 3420
