1
50 1275
1 1 -5100
1 2 720
1 3 60
1 4 60
1 5 60
1 6 60
1 7 60
1 8 60
1 9 60
1 10 60
1 11 60
1 12 60
1 13 60
1 14 60
1 15 60
1 16 60
1 17 60
1 18 60
1 19 60
1 20 60
1 21 60
1 22 60
1 23 60
1 24 60
1 25 60
1 26 840
1 27 90
1 28 90
1 29 90
1 30 90
1 31 90
1 32 90
1 33 90
1 34 90
1 35 90
1 36 90
1 37 90
1 38 90
1 39 90
1 40 90
1 41 90
1 42 90
1 43 90
1 44 90
1 45 90
1 46 90
1 47 90
1 48 90
1 49 90
1 50 90
2 2 -4224
2 3 48
2 4 48
2 5 48
2 6 48
2 7 48
2 8 48
2 9 48
2 10 48
2 11 48
2 12 48
2 13 48
2 14 48
2 15 48
2 16 48
2 17 48
2 18 48
2 19 48
2 20 48
2 21 48
2 22 48
2 23 48
2 24 48
2 25 48
2 26 672
2 27 72
2 28 72
2 29 72
2 30 72
2 31 72
2 32 72
2 33 72
2 34 72
2 35 72
2 36 72
2 37 72
2 38 72
2 39 72
2 40 72
2 41 72
2 42 72
2 43 72
2 44 72
2 45 72
2 46 72
2 47 72
2 48 72
2 49 72
2 50 72
3 3 -396
3 4 4
3 5 4
3 6 4
3 7 4
3 8 4
3 9 4
3 10 4
3 11 4
3 12 4
3 13 4
3 14 4
3 15 4
3 16 4
3 17 4
3 18 4
3 19 4
3 20 4
3 21 4
3 22 4
3 23 4
3 24 4
3 25 4
3 26 56
3 27 6
3 28 6
3 29 6
3 30 6
3 31 6
3 32 6
3 33 6
3 34 6
3 35 6
3 36 6
3 37 6
3 38 6
3 39 6
3 40 6
3 41 6
3 42 6
3 43 6
3 44 6
3 45 6
3 46 6
3 47 6
3 48 6
3 49 6
3 50 6
4 4 -396
4 5 4
4 6 4
4 7 4
4 8 4
4 9 4
4 10 4
4 11 4
4 12 4
4 13 4
4 14 4
4 15 4
4 16 4
4 17 4
4 18 4
4 19 4
4 20 4
4 21 4
4 22 4
4 23 4
4 24 4
4 25 4
4 26 56
4 27 6
4 28 6
4 29 6
4 30 6
4 31 6
4 32 6
4 33 6
4 34 6
4 35 6
4 36 6
4 37 6
4 38 6
4 39 6
4 40 6
4 41 6
4 42 6
4 43 6
4 44 6
4 45 6
4 46 6
4 47 6
4 48 6
4 49 6
4 50 6
5 5 -396
5 6 4
5 7 4
5 8 4
5 9 4
5 10 4
5 11 4
