1
22 253
1 1 -3276
1 2 324
1 3 324
1 4 324
1 5 180
1 6 54
1 7 54
1 8 54
1 9 54
1 10 54
1 11 54
1 12 306
1 13 306
1 14 306
1 15 306
1 16 144
1 17 72
1 18 72
1 19 72
1 20 72
1 21 72
1 22 72
2 2 -3276
2 3 324
2 4 324
2 5 180
2 6 54
2 7 54
2 8 54
2 9 54
2 10 54
2 11 54
2 12 306
2 13 306
2 14 306
2 15 306
2 16 144
2 17 72
2 18 72
2 19 72
2 20 72
2 21 72
2 22 72
3 3 -3276
3 4 324
3 5 180
3 6 54
3 7 54
3 8 54
3 9 54
3 10 54
3 11 54
3 12 306
3 13 306
3 14 306
3 15 306
3 16 144
3 17 72
3 18 72
3 19 72
3 20 72
3 21 72
3 22 72
4 4 -3276
4 5 180
4 6 54
4 7 54
4 8 54
4 9 54
4 10 54
4 11 54
4 12 306
4 13 306
4 14 306
4 15 306
4 16 144
4 17 72
4 18 72
4 19 72
4 20 72
4 21 72
4 22 72
5 5 -1900
5 6 30
5 7 30
5 8 30
5 9 30
5 10 30
5 11 30
5 12 170
5 13 170
5 14 170
5 15 170
5 16 80
5 17 40
5 18 40
5 19 40
5 20 40
5 21 40
5 22 40
6 6 -591
6 7 9
6 8 9
6 9 9
6 10 9
6 11 9
6 12 51
6 13 51
6 14 51
6 15 51
6 16 24
6 17 12
6 18 12
6 19 12
6 20 12
6 21 12
6 22 12
7 7 -591
7 8 9
7 9 9
7 10 9
7 11 9
7 12 51
7 13 51
7 14 51
7 15 51
7 16 24
7 17 12
7 18 12
7 19 12
7 20 12
7 21 12
7 22 12
8 8 -591
8 9 9
8 10 9
8 11 9
8 12 51
8 13 51
8 14 51
8 15 51
8 16 24
8 17 12
8 18 12
8 19 12
8 20 12
8 21 12
8 22 12
9 9 -591
9 10 9
9 11 9
9 12 51
9 13 51
9 14 51
9 15 51
9 16 24
9 17 12
9 18 12
9 19 12
9 20 12
9 21 12
9 22 12
10 10 -591
10 11 9
10 12 51
10 13 51
10 14 51
10 15 51
10 16 24
10 17 12
10 18 12
10 19 12
10 20 12
10 21 12
10 22 12
11 11 -591
11 12 51
11 13 51
11 14 51
11 15 51
11 16 24
11 17 12
11 18 12
11 19 12
11 20 12
11 21 12
11 22 12
12 12 -3111
12 13 289
12 14 289
12 15 289
12 16 136
12 17 68
12 18 68
12 19 68
12 20 68
12 21 68
12 22 68
13 13 -3111
13 14 289
13 15 289
13 16 136
13 17 68
13 18 68
13 19 68
13 20 68
13 21 68
13 22 68
14 14 -3111
14 15 289
14 16 136
14 17 68
14 18 68
14 19 68
14 20 68
14 21 68
14 22 68
15 15 -3111
15 16 136
15 17 68
15 18 68
15 19 68
15 20 68
15 21 68
15 22 68
16 16 -1536
16 17 32
16 18 32
16 19 32
16 20 32
16 21 32
16 22 32
17 17 -784
17 18 16
17 19 16
17 20 16
17 21 16
17 22 16
18 18 -784
18 19 16
18 20 16
18 21 16
18 22 16
19 19 -784
19 20 16
19 21 16
19 22 16
20 20 -784
20 21 16
20 22 16
21 21 -784
21 22 16
22 22 -784
