1
60 1830
1 1 -11531
1 2 299
1 3 169
1 4 169
1 5 169
1 6 169
1 7 169
1 8 169
1 9 299
1 10 169
1 11 130
1 12 130
1 13 130
1 14 260
1 15 325
1 16 260
1 17 130
1 18 195
1 19 130
1 20 260
1 21 169
1 22 299
1 23 169
1 24 169
1 25 169
1 26 169
1 27 169
1 28 169
1 29 299
1 30 169
1 31 130
1 32 130
1 33 130
1 34 260
1 35 325
1 36 260
1 37 130
1 38 195
1 39 130
1 40 260
1 41 169
1 42 299
1 43 169
1 44 169
1 45 169
1 46 169
1 47 169
1 48 169
1 49 299
1 50 169
1 51 130
1 52 130
1 53 130
1 54 260
1 55 325
1 56 260
1 57 130
1 58 195
1 59 130
1 60 260
2 2 -20171
2 3 299
2 4 299
2 5 299
2 6 299
2 7 299
2 8 299
2 9 529
2 10 299
2 11 230
2 12 230
2 13 230
2 14 460
2 15 575
2 16 460
2 17 230
2 18 345
2 19 230
2 20 460
2 21 299
2 22 529
2 23 299
2 24 299
2 25 299
2 26 299
2 27 299
2 28 299
2 29 529
2 30 299
2 31 230
2 32 230
2 33 230
2 34 460
2 35 575
2 36 460
2 37 230
2 38 345
2 39 230
2 40 460
2 41 299
2 42 529
2 43 299
2 44 299
2 45 299
2 46 299
2 47 299
2 48 299
2 49 529
2 50 299
2 51 230
2 52 230
2 53 230
2 54 460
2 55 575
2 56 460
2 57 230
2 58 345
2 59 230
2 60 460
3 3 -11531
3 4 169
3 5 169
3 6 169
3 7 169
3 8 169
3 9 299
3 10 169
3 11 130
3 12 130
3 13 130
3 14 260
3 15 325
3 16 260
3 17 130
3 18 195
3 19 130
3 20 260
3 21 169
3 22 299
3 23 169
3 24 169
3 25 169
3 26 169
3 27 169
3 28 169
3 29 299
3 30 169
3 31 130
3 32 130
3 33 130
3 34 260
3 35 325
3 36 260
3 37 130
3 38 195
3 39 130
3 40 260
3 41 169
3 42 299
3 43 169
3 44 169
3 45 169
3 46 169
3 47 169
3 48 169
3 49 299
3 50 169
3 51 130
3 52 130
3 53 130
3 54 260
3 55 325
3 56 260
3 57 130
3 58 195
3 59 130
3 60 260
4 4 -11531
4 5 169
4 6 169
4 7 169
4 8 169
4 9 299
4 10 169
4 11 130
4 12 130
4 13 130
4 14 260
4 15 325
4 16 260
4 17 130
4 18 195
4 19 130
4 20 260
4 21 169
4 22 299
4 23 169
4 24 169
4 25 169
4 26 169
4 27 169
4 28 169
4 29 299
4 30 169
4 31 130
4 32 130
4 33 130
4 34 260
4 35 325
4 36 260
4 37 130
4 38 195
4 39 130
4 40 260
4 41 169
4 42 299
4 43 169
4 44 169
4 45 169
4 46 169
4 47 169
4 48 169
4 49 299
4 50 169
4 51 130
4 52 130
4 53 130
4 54 260
4 55 325
4 56 260
4 57 130
4 58 195
4 59 130
4 60 260
5 5 -11531
5 6 169
5 7 169
5 8 169
5 9 299
5 10 169
5 11 130
5 12 130
5 13 130
5 14 260
5 15 325
5 16 260
5 17 130
5 18 195
5 19 130
5 20 260
5 21 169
5 22 299
5 23 169
5 24 169
5 25 169
5 26 169
5 27 169
5 28 169
5 29 299
5 30 169
5 31 130
5 32 130
5 33 130
5 34 260
5 35 325
5 36 260
5 37 130
5 38 195
5 39 130
5 40 260
5 41 169
5 42 299
5 43 169
5 44 169
5 45 169
5 46 169
5 47 169
5 48 169
5 49 299
5 50 169
5 51 130
5 52 130
5 53 130
5 54 260
5 55 325
5 56 260
5 57 130
5 58 195
5 59 130
5 60 260
6 6 -11531
6 7 169
6 8 169
6 9 299
6 10 169
6 11 130
6 12 130
6 13 130
6 14 260
6 15 325
6 16 260
6 17 130
6 18 195
6 19 130
6 20 260
6 21 169
6 22 299
6 23 169
6 24 169
6 25 169
6 26 169
6 27 169
6 28 169
6 29 299
6 30 169
6 31 130
6 32 130
6 33 130
6 34 260
6 35 325
6 36 260
6 37 130
6 38 195
6 39 130
6 40 260
6 41 169
6 42 299
6 43 169
6 44 169
6 45 169
6 46 169
6 47 169
6 48 169
6 49 299
6 50 169
6 51 130
6 52 130
6 53 130
6 54 260
6 55 325
6 56 260
6 57 130
6 58 195
6 59 130
6 60 260
7 7 -11531
7 8 169
7 9 299
7 10 169
7 11 130
7 12 130
7 13 130
7 14 260
7 15 325
7 16 260
7 17 130
7 18 195
7 19 130
7 20 260
7 21 169
7 22 299
7 23 169
7 24 169
7 25 169
7 26 169
7 27 169
7 28 169
7 29 299
7 30 169
7 31 130
7 32 130
7 33 130
7 34 260
7 35 325
7 36 260
7 37 130
7 38 195
7 39 130
7 40 260
7 41 169
7 42 299
7 43 169
7 44 169
7 45 169
7 46 169
7 47 169
7 48 169
7 49 299
7 50 169
7 51 130
7 52 130
7 53 130
7 54 260
7 55 325
7 56 260
7 57 130
7 58 195
7 59 130
7 60 260
8 8 -11531
8 9 299
8 10 169
8 11 130
8 12 130
8 13 130
8 14 260
8 15 325
8 16 260
8 17 130
8 18 195
8 19 130
8 20 260
8 21 169
8 22 299
8 23 169
8 24 169
8 25 169
8 26 169
8 27 169
8 28 169
8 29 299
8 30 169
8 31 130
8 32 130
8 33 130
8 34 260
8 35 325
8 36 260
8 37 130
8 38 195
8 39 130
8 40 260
8 41 169
8 42 299
8 43 169
8 44 169
8 45 169
8 46 169
8 47 169
8 48 169
8 49 299
8 50 169
8 51 130
8 52 130
8 53 130
8 54 260
8 55 325
8 56 260
8 57 130
8 58 195
8 59 130
8 60 260
9 9 -20171
9 10 299
9 11 230
9 12 230
9 13 230
9 14 460
9 15 575
9 16 460
9 17 230
9 18 345
9 19 230
9 20 460
9 21 299
9 22 529
9 23 299
9 24 299
9 25 299
9 26 299
9 27 299
9 28 299
9 29 529
9 30 299
9 31 230
9 32 230
9 33 230
9 34 460
9 35 575
9 36 460
9 37 230
9 38 345
9 39 230
9 40 460
9 41 299
9 42 529
9 43 299
9 44 299
9 45 299
9 46 299
9 47 299
9 48 299
9 49 529
9 50 299
9 51 230
9 52 230
9 53 230
9 54 460
9 55 575
9 56 460
9 57 230
9 58 345
9 59 230
9 60 460
10 10 -11531
10 11 130
10 12 130
10 13 130
10 14 260
10 15 325
10 16 260
10 17 130
10 18 195
10 19 130
10 20 260
10 21 169
10 22 299
10 23 169
10 24 169
10 25 169
10 26 169
10 27 169
10 28 169
10 29 299
10 30 169
10 31 130
10 32 130
10 33 130
10 34 260
10 35 325
10 36 260
10 37 130
10 38 195
10 39 130
