1
30 465
1 1 -5941
1 2 143
1 3 169
1 4 169
1 5 299
1 6 143
1 7 299
1 8 143
1 9 299
1 10 299
1 11 169
1 12 299
1 13 169
1 14 143
1 15 143
1 16 65
1 17 260
1 18 130
1 19 325
1 20 260
1 21 130
1 22 130
1 23 325
1 24 260
1 25 130
1 26 130
1 27 260
1 28 325
1 29 130
1 30 195
2 2 -5049
2 3 143
2 4 143
2 5 253
2 6 121
2 7 253
2 8 121
2 9 253
2 10 253
2 11 143
2 12 253
2 13 143
2 14 121
2 15 121
2 16 55
2 17 220
2 18 110
2 19 275
2 20 220
2 21 110
2 22 110
2 23 275
2 24 220
2 25 110
2 26 110
2 27 220
2 28 275
2 29 110
2 30 165
3 3 -5941
3 4 169
3 5 299
3 6 143
3 7 299
3 8 143
3 9 299
3 10 299
3 11 169
3 12 299
3 13 169
3 14 143
3 15 143
3 16 65
3 17 260
3 18 130
3 19 325
3 20 260
3 21 130
3 22 130
3 23 325
3 24 260
3 25 130
3 26 130
3 27 260
3 28 325
3 29 130
3 30 195
4 4 -5941
4 5 299
4 6 143
4 7 299
4 8 143
4 9 299
4 10 299
4 11 169
4 12 299
4 13 169
4 14 143
4 15 143
4 16 65
4 17 260
4 18 130
4 19 325
4 20 260
4 21 130
4 22 130
4 23 325
4 24 260
4 25 130
4 26 130
4 27 260
4 28 325
4 29 130
4 30 195
5 5 -10281
5 6 253
5 7 529
5 8 253
5 9 529
5 10 529
5 11 299
5 12 529
5 13 299
5 14 253
5 15 253
5 16 115
5 17 460
5 18 230
5 19 575
5 20 460
5 21 230
5 22 230
5 23 575
5 24 460
5 25 230
5 26 230
5 27 460
5 28 575
5 29 230
5 30 345
6 6 -5049
6 7 253
6 8 121
6 9 253
6 10 253
6 11 143
6 12 253
6 13 143
6 14 121
6 15 121
6 16 55
6 17 220
6 18 110
6 19 275
6 20 220
6 21 110
6 22 110
6 23 275
6 24 220
6 25 110
6 26 110
6 27 220
6 28 275
6 29 110
6 30 165
7 7 -10281
7 8 253
7 9 529
7 10 529
7 11 299
7 12 529
7 13 299
7 14 253
7 15 253
7 16 115
7 17 460
7 18 230
7 19 575
7 20 460
7 21 230
7 22 230
7 23 575
7 24 460
7 25 230
7 26 230
7 27 460
7 28 575
7 29 230
7 30 345
8 8 -5049
8 9 253
8 10 253
8 11 143
8 12 253
8 13 143
8 14 121
8 15 121
8 16 55
8 17 220
8 18 110
8 19 275
8 20 220
8 21 110
8 22 110
8 23 275
8 24 220
8 25 110
8 26 110
8 27 220
8 28 275
8 29 110
8 30 165
9 9 -10281
9 10 529
9 11 299
9 12 529
9 13 299
9 14 253
9 15 253
9 16 115
9 17 460
9 18 230
9 19 575
9 20 460
9 21 230
9 22 230
9 23 575
9 24 460
9 25 230
9 26 230
9 27 460
9 28 575
9 29 230
9 30 345
10 10 -10281
10 11 299
10 12 529
10 13 299
10 14 253
10 15 253
10 16 115
10 17 460
10 18 230
10 19 575
10 20 460
10 21 230
10 22 230
10 23 575
10 24 460
10 25 230
10 26 230
10 27 460
10 28 575
10 29 230
10 30 345
11 11 -5941
11 12 299
11 13 169
11 14 143
11 15 143
11 16 65
11 17 260
11 18 130
11 19 325
11 20 260
11 21 130
11 22 130
11 23 325
11 24 260
11 25 130
11 26 130
11 27 260
11 28 325
11 29 130
11 30 195
12 12 -10281
12 13 299
12 14 253
12 15 253
12 16 115
12 17 460
12 18 230
12 19 575
12 20 460
12 21 230
12 22 230
12 23 575
12 24 460
12 25 230
12 26 230
12 27 460
12 28 575
12 29 230
12 30 345
13 13 -5941
13 14 143
13 15 143
13 16 65
13 17 260
13 18 130
13 19 325
13 20 260
13 21 130
13 22 130
13 23 325
13 24 260
13 25 130
13 26 130
13 27 260
13 28 325
13 29 130
13 30 195
14 14 -5049
14 15 121
14 16 55
14 17 220
14 18 110
14 19 275
14 20 220
14 21 110
14 22 110
14 23 275
14 24 220
14 25 110
14 26 110
14 27 220
14 28 275
14 29 110
14 30 165
15 15 -5049
15 16 55
15 17 220
15 18 110
15 19 275
15 20 220
15 21 110
15 22 110
15 23 275
15 24 220
15 25 110
15 26 110
15 27 220
15 28 275
15 29 110
15 30 165
16 16 -2325
16 17 100
16 18 50
16 19 125
16 20 100
16 21 50
16 22 50
16 23 125
16 24 100
16 25 50
16 26 50
16 27 100
16 28 125
16 29 50
16 30 75
17 17 -9000
17 18 200
17 19 500
17 20 400
17 21 200
17 22 200
17 23 500
17 24 400
17 25 200
17 26 200
17 27 400
17 28 500
17 29 200
17 30 300
18 18 -4600
18 19 250
18 20 200
18 21 100
18 22 100
18 23 250
18 24 200
18 25 100
18 26 100
18 27 200
18 28 250
18 29 100
18 30 150
19 19 -11125
19 20 500
19 21 250
19 22 250
19 23 625
19 24 500
19 25 250
19 26 250
19 27 500
19 28 625
19 29 250
19 30 375
20 20 -9000
20 21 200
20 22 200
20 23 500
20 24 400
20 25 200
20 26 200
20 27 400
20 28 500
20 29 200
20 30 300
21 21 -4600
21 22 100
21 23 250
21 24 200
21 25 100
21 26 100
21 27 200
21 28 250
21 29 100
21 30 150
22 22 -4600
22 23 250
22 24 200
22 25 100
22 26 100
22 27 200
22 28 250
22 29 100
22 30 150
23 23 -11125
23 24 500
23 25 250
23 26 250
23 27 500
23 28 625
23 29 250
23 30 375
24 24 -9000
24 25 200
24 26 200
24 27 400
24 28 500
24 29 200
24 30 300
25 25 -4600
25 26 100
25 27 200
25 28 250
25 29 100
25 30 150
26 26 -4600
26 27 200
26 28 250
26 29 100
26 30 150
27 27 -9000
27 28 500
27 29 200
27 30 300
28 28 -11125
28 29 250
28 30 375
29 29 -4600
29 30 150
30 30 -6825
