1
64 2080
1 1 -951
1 2 21
1 3 15
1 4 15
1 5 9
1 6 21
1 7 15
1 8 15
1 9 9
1 10 21
1 11 15
1 12 15
1 13 9
1 14 21
1 15 15
1 16 15
1 17 9
1 18 21
1 19 15
1 20 15
1 21 9
1 22 21
1 23 15
1 24 15
1 25 9
1 26 21
1 27 15
1 28 15
1 29 9
1 30 21
1 31 15
1 32 15
1 33 9
1 34 21
1 35 15
1 36 15
1 37 9
1 38 21
1 39 15
1 40 15
1 41 9
1 42 21
1 43 15
1 44 15
1 45 9
1 46 21
1 47 15
1 48 15
1 49 9
1 50 21
1 51 15
1 52 15
1 53 9
1 54 21
1 55 15
1 56 15
1 57 9
1 58 21
1 59 15
1 60 15
1 61 9
1 62 21
1 63 15
1 64 15
2 2 -2191
2 3 35
2 4 35
2 5 21
2 6 49
2 7 35
2 8 35
2 9 21
2 10 49
2 11 35
2 12 35
2 13 21
2 14 49
2 15 35
2 16 35
2 17 21
2 18 49
2 19 35
2 20 35
2 21 21
2 22 49
2 23 35
2 24 35
2 25 21
2 26 49
2 27 35
2 28 35
2 29 21
2 30 49
2 31 35
2 32 35
2 33 21
2 34 49
2 35 35
2 36 35
2 37 21
2 38 49
2 39 35
2 40 35
2 41 21
2 42 49
2 43 35
2 44 35
2 45 21
2 46 49
2 47 35
2 48 35
2 49 21
2 50 49
2 51 35
2 52 35
2 53 21
2 54 49
2 55 35
2 56 35
2 57 21
2 58 49
2 59 35
2 60 35
2 61 21
2 62 49
2 63 35
2 64 35
3 3 -1575
3 4 25
3 5 15
3 6 35
3 7 25
3 8 25
3 9 15
3 10 35
3 11 25
3 12 25
3 13 15
3 14 35
3 15 25
3 16 25
3 17 15
3 18 35
3 19 25
3 20 25
3 21 15
3 22 35
3 23 25
3 24 25
3 25 15
3 26 35
3 27 25
3 28 25
3 29 15
3 30 35
3 31 25
3 32 25
3 33 15
3 34 35
3 35 25
3 36 25
3 37 15
3 38 35
3 39 25
3 40 25
3 41 15
3 42 35
3 43 25
3 44 25
3 45 15
3 46 35
3 47 25
3 48 25
3 49 15
3 50 35
3 51 25
3 52 25
3 53 15
3 54 35
3 55 25
3 56 25
3 57 15
3 58 35
3 59 25
3 60 25
3 61 15
3 62 35
3 63 25
3 64 25
4 4 -1575
4 5 15
4 6 35
4 7 25
4 8 25
4 9 15
4 10 35
4 11 25
4 12 25
4 13 15
4 14 35
4 15 25
4 16 25
4 17 15
4 18 35
4 19 25
4 20 25
4 21 15
4 22 35
4 23 25
4 24 25
4 25 15
4 26 35
4 27 25
4 28 25
4 29 15
4 30 35
4 31 25
4 32 25
4 33 15
4 34 35
4 35 25
4 36 25
4 37 15
4 38 35
4 39 25
4 40 25
4 41 15
4 42 35
4 43 25
4 44 25
4 45 15
4 46 35
4 47 25
4 48 25
4 49 15
4 50 35
4 51 25
4 52 25
4 53 15
4 54 35
4 55 25
4 56 25
4 57 15
4 58 35
4 59 25
4 60 25
4 61 15
4 62 35
4 63 25
4 64 25
5 5 -951
5 6 21
5 7 15
5 8 15
5 9 9
5 10 21
5 11 15
5 12 15
5 13 9
5 14 21
5 15 15
5 16 15
5 17 9
5 18 21
5 19 15
5 20 15
5 21 9
5 22 21
5 23 15
5 24 15
5 25 9
5 26 21
5 27 15
5 28 15
5 29 9
5 30 21
5 31 15
5 32 15
5 33 9
5 34 21
5 35 15
5 36 15
5 37 9
5 38 21
5 39 15
5 40 15
5 41 9
5 42 21
5 43 15
5 44 15
5 45 9
5 46 21
5 47 15
5 48 15
5 49 9
5 50 21
5 51 15
5 52 15
5 53 9
5 54 21
5 55 15
5 56 15
5 57 9
5 58 21
5 59 15
5 60 15
5 61 9
5 62 21
5 63 15
5 64 15
6 6 -2191
6 7 35
6 8 35
6 9 21
6 10 49
6 11 35
6 12 35
6 13 21
6 14 49
6 15 35
6 16 35
6 17 21
6 18 49
6 19 35
6 20 35
6 21 21
6 22 49
6 23 35
6 24 35
6 25 21
6 26 49
6 27 35
6 28 35
6 29 21
6 30 49
6 31 35
6 32 35
6 33 21
6 34 49
6 35 35
6 36 35
6 37 21
6 38 49
6 39 35
6 40 35
6 41 21
6 42 49
6 43 35
6 44 35
6 45 21
6 46 49
6 47 35
6 48 35
6 49 21
6 50 49
6 51 35
6 52 35
6 53 21
6 54 49
6 55 35
6 56 35
6 57 21
6 58 49
6 59 35
6 60 35
6 61 21
6 62 49
6 63 35
6 64 35
7 7 -1575
7 8 25
7 9 15
7 10 35
7 11 25
7 12 25
7 13 15
7 14 35
7 15 25
7 16 25
7 17 15
7 18 35
7 19 25
7 20 25
7 21 15
7 22 35
7 23 25
7 24 25
7 25 15
7 26 35
7 27 25
7 28 25
7 29 15
7 30 35
7 31 25
7 32 25
7 33 15
7 34 35
7 35 25
7 36 25
7 37 15
7 38 35
7 39 25
7 40 25
7 41 15
7 42 35
7 43 25
7 44 25
7 45 15
7 46 35
7 47 25
7 48 25
7 49 15
7 50 35
7 51 25
7 52 25
7 53 15
7 54 35
7 55 25
7 56 25
7 57 15
7 58 35
7 59 25
7 60 25
7 61 15
7 62 35
7 63 25
7 64 25
8 8 -1575
8 9 15
8 10 35
8 11 25
8 12 25
8 13 15
8 14 35
8 15 25
8 16 25
8 17 15
8 18 35
8 19 25
8 20 25
8 21 15
8 22 35
8 23 25
8 24 25
8 25 15
8 26 35
8 27 25
8 28 25
8 29 15
8 30 35
8 31 25
8 32 25
8 33 15
8 34 35
8 35 25
8 36 25
8 37 15
8 38 35
8 39 25
8 40 25
8 41 15
8 42 35
8 43 25
8 44 25
8 45 15
8 46 35
8 47 25
8 48 25
8 49 15
8 50 35
8 51 25
8 52 25
8 53 15
8 54 35
8 55 25
8 56 25
8 57 15
8 58 35
8 59 25
8 60 25
8 61 15
8 62 35
8 63 25
8 64 25
9 9 -951
9 10 21
9 11 15
9 12 15
9 13 9
9 14 21
9 15 15
9 16 15
9 17 9
9 18 21
9 19 15
9 20 15
9 21 9
9 22 21
9 23 15
9 24 15
9 25 9
9 26 21
9 27 15
9 28 15
9 29 9
9 30 21
9 31 15
9 32 15
9 33 9
9 34 21
9 35 15
9 36 15
9 37 9
9 38 21
9 39 15
9 40 15
9 41 9
9 42 21
9 43 15
9 44 15
9 45 9
9 46 21
9 47 15
9 48 15
9 49 9
9 50 21
9 51 15
9 52 15
9 53 9
9 54 21
9 55 15
9 56 15
9 57 9
9 58 21
9 59 15
9 60 15
9 61 9
9 62 21
9 63 15
9 64 15
10 10 -2191
10 11 35
10 12 35
10 13 21
10 14 49
10 15 35
10 16 35
10 17 21
10 18 49
10 19 35
10 20 35
10 21 21
10 22 49
10 23 35
10 24 35
10 25 21
10 26 49
10 27 35
10 28 35
10 29 21
10 30 49
10 31 35
10 32 35
10 33 21
10 34 49
10 35 35
10 36 35
10 37 21
10 38 49
10 39 35
10 40 35
10 41 21
10 42 49
10 43 35
10 44 35
10 45 21
10 46 49
10 47 35
10 48 35
10 49 21
10 50 49
10 51 35
10 52 35
10 53 21
10 54 49
10 55 35
10 56 35
10 57 21
10 58 49
10 59 35
10 60 35
10 61 21
10 62 49
10 63 35
10 64 35
11 11 -1575
11 12 25
11 13 15
11 14 35
11 15 25
11 16 25
11 17 15
11 18 35
11 19 25
11 20 25
11 21 15
11 22 35
11 23 25
11 24 25
11 25 15
11 26 35
11 27 25
11 28 25
11 29 15
11 30 35
11 31 25
11 32 25
11 33 15
11 34 35
11 35 25
11 36 25
11 37 15
11 38 35
11 39 25
11 40 25
11 41 15
11 42 35
11 43 25
11 44 25
11 45 15
11 46 35
11 47 25
11 48 25
11 49 15
11 50 35
11 51 25
11 52 25
11 53 15
11 54 35
11 55 25
11 56 25
11 57 15
11 58 35
11 59 25
11 60 25
11 61 15
11 62 35
11 63 25
11 64 25
12 12 -1575
12 13 15
12 14 35
12 15 25
12 16 25
12 17 15
12 18 35
12 19 25
12 20 25
12 21 15
12 22 35
12 23 25
12 24 25
12 25 15
12 26 35
12 27 25
12 28 25
12 29 15
12 30 35
12 31 25
12 32 25
12 33 15
12 34 35
12 35 25
12 36 25
12 37 15
12 38 35
12 39 25
12 40 25
12 41 15
12 42 35
12 43 25
12 44 25
12 45 15
12 46 35
12 47 25
12 48 25
12 49 15
12 50 35
12 51 25
12 52 25
12 53 15
12 54 35
12 55 25
12 56 25
12 57 15
12 58 35
12 59 25
12 60 25
12 61 15
12 62 35
12 63 25
12 64 25
13 13 -951
13 14 21
13 15 15
13 16 15
13 17 9
13 18 21
13 19 15
13 20 15
13 21 9
13 22 21
13 23 15
13 24 15
13 25 9
13 26 21
13 27 15
13 28 15
13 29 9
13 30 21
13 31 15
13 32 15
13 33 9
13 34 21
13 35 15
13 36 15
13 37 9
13 38 21
13 39 15
13 40 15
13 41 9
13 42 21
13 43 15
13 44 15
13 45 9
13 46 21
13 47 15
13 48 15
13 49 9
13 50 21
13 51 15
13 52 15
13 53 9
13 54 21
13 55 15
13 56 15
13 57 9
13 58 21
13 59 15
13 60 15
13 61 9
13 62 21
13 63 15
13 64 15
14 14 -2191
14 15 35
14 16 35
14 17 21
14 18 49
14 19 35
14 20 35
14 21 21
14 22 49
14 23 35
14 24 35
14 25 21
14 26 49
14 27 35
14 28 35
14 29 21
14 30 49
14 31 35
14 32 35
14 33 21
14 34 49
14 35 35
14 36 35
14 37 21
14 38 49
14 39 35
14 40 35
14 41 21
14 42 49
14 43 35
14 44 35
14 45 21
14 46 49
14 47 35
14 48 35
14 49 21
14 50 49
14 51 35
14 52 35
14 53 21
14 54 49
14 55 35
14 56 35
14 57 21
