1
100 5050
1 1 -15111
1 2 117
1 3 90
1 4 63
1 5 126
1 6 54
1 7 225
1 8 144
1 9 45
1 10 90
1 11 63
1 12 81
1 13 270
1 14 225
1 15 198
1 16 243
1 17 63
1 18 126
1 19 243
1 20 54
1 21 153
1 22 63
1 23 270
1 24 225
1 25 234
1 26 108
1 27 198
1 28 72
1 29 54
1 30 207
1 31 108
1 32 90
1 33 216
1 34 162
1 35 81
1 36 144
1 37 72
1 38 261
1 39 126
1 40 171
1 41 162
1 42 243
1 43 72
1 44 135
1 45 270
1 46 162
1 47 180
1 48 198
1 49 81
1 50 99
1 51 261
1 52 144
1 53 216
1 54 189
1 55 189
1 56 252
1 57 45
1 58 90
1 59 171
1 60 270
1 61 225
1 62 225
1 63 90
1 64 117
1 65 108
1 66 45
1 67 54
1 68 252
1 69 117
1 70 207
1 71 162
1 72 189
1 73 63
1 74 90
1 75 234
1 76 207
1 77 261
1 78 126
1 79 117
1 80 117
1 81 243
1 82 144
1 83 153
1 84 144
1 85 135
1 86 126
1 87 144
1 88 270
1 89 90
1 90 81
1 91 180
1 92 162
1 93 180
1 94 171
1 95 261
1 96 45
1 97 180
1 98 72
1 99 180
1 100 180
2 2 -21775
2 3 130
2 4 91
2 5 182
2 6 78
2 7 325
2 8 208
2 9 65
2 10 130
2 11 91
2 12 117
2 13 390
2 14 325
2 15 286
2 16 351
2 17 91
2 18 182
2 19 351
2 20 78
2 21 221
2 22 91
2 23 390
2 24 325
2 25 338
2 26 156
2 27 286
2 28 104
2 29 78
2 30 299
2 31 156
2 32 130
2 33 312
2 34 234
2 35 117
2 36 208
2 37 104
2 38 377
2 39 182
2 40 247
2 41 234
2 42 351
2 43 104
2 44 195
2 45 390
2 46 234
2 47 260
2 48 286
2 49 117
2 50 143
2 51 377
2 52 208
2 53 312
2 54 273
2 55 273
2 56 364
2 57 65
2 58 130
2 59 247
2 60 390
2 61 325
2 62 325
2 63 130
2 64 169
2 65 156
2 66 65
2 67 78
2 68 364
2 69 169
2 70 299
2 71 234
2 72 273
2 73 91
2 74 130
2 75 338
2 76 299
2 77 377
2 78 182
2 79 169
2 80 169
2 81 351
2 82 208
2 83 221
2 84 208
2 85 195
2 86 182
2 87 208
2 88 390
2 89 130
2 90 117
2 91 260
2 92 234
2 93 260
2 94 247
2 95 377
2 96 65
2 97 260
2 98 104
2 99 260
2 100 260
3 3 -16780
3 4 70
3 5 140
3 6 60
3 7 250
3 8 160
3 9 50
3 10 100
3 11 70
3 12 90
3 13 300
3 14 250
3 15 220
3 16 270
3 17 70
3 18 140
3 19 270
3 20 60
3 21 170
3 22 70
3 23 300
3 24 250
3 25 260
3 26 120
3 27 220
3 28 80
3 29 60
3 30 230
3 31 120
3 32 100
3 33 240
3 34 180
3 35 90
3 36 160
3 37 80
3 38 290
3 39 140
3 40 190
3 41 180
3 42 270
3 43 80
3 44 150
3 45 300
3 46 180
3 47 200
3 48 220
3 49 90
3 50 110
3 51 290
3 52 160
3 53 240
3 54 210
3 55 210
3 56 280
3 57 50
3 58 100
3 59 190
3 60 300
3 61 250
3 62 250
3 63 100
3 64 130
3 65 120
3 66 50
3 67 60
3 68 280
3 69 130
3 70 230
3 71 180
3 72 210
3 73 70
3 74 100
3 75 260
3 76 230
3 77 290
3 78 140
3 79 130
3 80 130
3 81 270
3 82 160
3 83 170
3 84 160
3 85 150
3 86 140
3 87 160
3 88 300
3 89 100
3 90 90
3 91 200
3 92 180
3 93 200
3 94 190
3 95 290
3 96 50
3 97 200
3 98 80
3 99 200
3 100 200
4 4 -11767
4 5 98
4 6 42
4 7 175
4 8 112
4 9 35
4 10 70
4 11 49
4 12 63
4 13 210
4 14 175
4 15 154
4 16 189
4 17 49
4 18 98
4 19 189
4 20 42
4 21 119
4 22 49
4 23 210
4 24 175
4 25 182
4 26 84
4 27 154
4 28 56
4 29 42
4 30 161
4 31 84
4 32 70
4 33 168
4 34 126
4 35 63
4 36 112
4 37 56
4 38 203
4 39 98
4 40 133
4 41 126
4 42 189
4 43 56
4 44 105
4 45 210
4 46 126
4 47 140
4 48 154
4 49 63
4 50 77
4 51 203
4 52 112
4 53 168
4 54 147
4 55 147
4 56 196
4 57 35
4 58 70
4 59 133
4 60 210
4 61 175
4 62 175
4 63 70
4 64 91
4 65 84
4 66 35
4 67 42
4 68 196
4 69 91
4 70 161
4 71 126
4 72 147
4 73 49
4 74 70
4 75 182
4 76 161
4 77 203
4 78 98
4 79 91
4 80 91
4 81 189
4 82 112
4 83 119
